ticket_id,customer_id,assigned_agent_id,product_id,category_id,priority_id,status_id,subject,description,created_date,resolved_date,last_updated,first_response_date,resolution_time_hours,response_time_hours,customer_satisfaction,is_escalated,escalation_reason,tags,source
11929,2983,46.0,6,5,4,2,Any but car decade industry check there.,Environment art south fire draw. Study vote toward accept.,2024-11-23,2024-12-20,2024-12-16,,648.0,,,False,,"black, relationship",Phone
11930,4455,36.0,2,7,1,5,And as least road operation learn.,Industry physical though common. Day camera ago building place itself usually. Phone people style officer until television. Medical rise today already strategy behind seem.,2024-09-10,2024-09-15,2024-10-04,2024-09-10,120.0,0.0,,False,,"challenge, parent",Portal
11931,4213,46.0,8,7,2,6,Have her garden hotel dinner over.,Poor rate yard nice land. True condition lead computer meet everything listen. Light talk state mean Mr interest.,2023-02-24,,2024-10-31,2023-02-24,,0.0,,False,Complex Technical Issue,"dream, fund",Chat
11932,2018,22.0,9,2,3,4,Course right according toward discuss middle task.,Try without great cut off skin. Manager fly product phone onto save matter. President college scientist decade possible either member.,2023-01-08,2023-02-06,2024-07-28,2023-01-08,696.0,0.0,3.0,False,Customer Dissatisfaction,"score, city",Email
11933,4265,6.0,8,6,2,7,Wish church catch good follow quite value.,Chance success morning realize. Use police sea magazine world decade. Across daughter star board describe record establish. Easy do maintain experience should marriage.,2024-11-09,2024-11-17,2024-12-16,2024-11-09,192.0,0.0,,False,Complex Technical Issue,"there, American",Email
11934,3691,32.0,5,8,5,5,Speak child main each community international imagine whom wide.,Nothing miss use policy join generation ready drive. Network miss woman step imagine box authority.,2024-09-05,,2024-12-23,,,,4.0,False,Security Concern,"need, nor",Email
11935,1606,7.0,7,5,4,1,Coach consumer charge policy kind real.,Suffer information prepare improve worker compare season.,2023-12-10,2023-12-23,2024-09-09,2023-12-10,312.0,0.0,2.0,False,,"word, fish",Chat
11936,758,20.0,7,5,1,6,Many behavior democratic task bit property Republican use cultural.,Threat somebody summer record not. Girl body value measure message.,2023-04-09,2023-04-25,2024-07-23,2023-04-10,384.0,24.0,,False,,"court, blue",Phone
11937,3055,25.0,10,3,1,1,Able explain clearly color any either quality gun.,Reveal society employee peace pressure million quality. Once affect relate project yard operation anything first. Already accept east available. Either second support old put out official.,2023-08-07,2023-08-14,2023-10-19,2023-08-08,168.0,24.0,,False,,"structure, everyone",Email
11938,19,42.0,4,5,3,1,Least already wish where must read require.,Raise occur huge no blood my. Four bad ready nearly every act charge establish. Fact research case huge shoulder hotel mother.,2023-04-06,,2024-09-13,,,,,False,,"mean, senior",Social Media
11939,3231,50.0,1,2,4,6,Fact take watch region billion.,Stuff east little visit. Determine animal rise base. Knowledge figure certainly very organization.,2024-07-11,2024-08-01,2024-12-22,2024-07-11,504.0,0.0,,False,Security Concern,"bag, institution",Social Media
11940,4148,19.0,8,5,4,6,Prepare stand every myself goal responsibility claim lead tend.,Cultural always after else. Culture spend or so decide he history.,2024-03-16,,2024-04-20,2024-03-17,,24.0,,False,,"base, work",Chat
11941,1297,43.0,9,8,3,7,Sure scientist trouble there than for.,Laugh let result you rise though partner. Art statement carry talk despite good.,2023-07-12,2023-07-18,2024-08-20,,144.0,,3.0,False,,"effect, ground",Chat
11942,1550,29.0,6,8,4,7,American prevent religious reveal ago important early.,Movement other against new some maintain against later. Second wife statement Congress control group chance.,2023-09-29,,2024-02-06,2023-09-30,,24.0,3.0,False,,"budget, speak",Phone
11943,2067,50.0,4,7,5,4,Federal professor nation land executive analysis gun bring get.,Information southern evening wish read through offer. Agency work one feel peace they stuff.,2024-12-16,2025-01-01,2024-12-16,2024-12-17,384.0,24.0,2.0,False,,"available, cover",Chat
11944,1357,11.0,6,1,3,1,Voice nice visit office spring garden yourself foreign race record.,Look suffer present eat none so. Mrs food reality matter hotel art citizen. History be though over bed.,2024-02-17,2024-03-04,2024-12-28,2024-02-17,384.0,0.0,3.0,False,,"relationship, vote",Phone
11945,1207,21.0,6,5,4,1,Particular loss quite democratic prevent perform share since fast.,Former build subject whose. Point trade next bring form.,2023-02-08,2023-02-27,2023-11-15,2023-02-08,456.0,0.0,3.0,False,,"current, piece",Portal
11946,282,20.0,2,7,2,7,Order no population system table spring action somebody character.,Wide product still our. Prevent available home along business throughout better strategy. Sister onto activity deal.,2024-12-07,,2024-12-17,2024-12-08,,24.0,4.0,False,,"begin, wear",API
11947,3358,10.0,4,5,1,6,Attention matter share house.,Into data suffer station truth character notice. Next attorney despite.,2024-02-08,,2024-10-25,2024-02-09,,24.0,,False,,"find, lay",API
11948,2828,33.0,8,1,3,4,Beat at foreign everyone individual.,Possible outside bring company yard budget.,2023-03-31,2023-04-08,2023-09-12,2023-03-31,192.0,0.0,,True,,"control, tough",Chat
11949,3133,16.0,4,3,2,6,And notice mind season view phone.,Give property step compare either hear. Throw but not with statement hotel. Anything walk less education start.,2023-11-29,,2024-12-23,2023-11-30,,24.0,3.0,False,,"mouth, short",Chat
11950,4850,47.0,9,4,3,3,Authority international image language four tree big operation wind.,Character each while voice. Politics suggest team must parent identify now. Similar item green old always. Sea by here let.,2024-12-12,,2024-12-27,2024-12-13,,24.0,,False,,"guy, house",Email
11951,1708,37.0,4,1,3,3,Knowledge note animal threat animal such modern difference research professor.,Country reason eye defense computer international certainly. Just box woman. Draw lay ago significant light weight.,2024-09-17,2024-09-17,2024-12-12,,0.0,,2.0,False,,"range, despite",Phone
11952,177,43.0,4,8,5,2,Name right should be experience rise.,Young reach out production. Teacher movement any card seem work my.,2024-10-28,2024-11-15,2024-11-28,2024-10-28,432.0,0.0,3.0,True,,"site, scene",API
11953,3299,30.0,3,5,1,6,Mr hit human door.,List almost how analysis something. Community current test. More wear spend energy amount.,2024-11-02,,2024-12-07,2024-11-03,,24.0,2.0,False,,"why, whole",Phone
11954,1291,15.0,5,3,5,2,Case head organization plant difficult tree.,Special step source everyone society. Behavior different spend property computer. Quality value ready.,2023-05-24,2023-06-09,2024-11-04,2023-05-25,384.0,24.0,,False,,"ok, power",Portal
11955,4023,38.0,1,7,5,3,Allow skin happen crime.,Responsibility garden eight left particularly establish consider buy. Painting somebody create leader cold. Someone theory trouble east various.,2024-09-10,2024-09-20,2024-11-15,2024-09-10,240.0,0.0,3.0,False,,"read, quite",Social Media
11956,4151,,7,1,1,3,Together none before kind sea fall edge around both.,Six brother fall man born. Whose cover wonder recent memory challenge. Bring voice safe place thus.,2023-08-13,2023-08-23,2024-06-12,2023-08-14,240.0,24.0,2.0,False,,"no, thought",Phone
11957,3199,18.0,10,6,3,4,Go sister give show fall.,Those area another. Teach nation pick leave. Across news end think focus.,2023-09-22,2023-09-30,2023-10-30,2023-09-23,192.0,24.0,,True,,"prepare, total",Social Media
11958,4150,35.0,7,3,3,6,Speak possible write accept song lot reach exactly green daughter.,Figure space human. Activity yourself involve mouth wind pull soon.,2024-07-05,,2024-07-29,2024-07-06,,24.0,,False,,"together, east",Email
11959,2500,39.0,2,1,4,3,Allow will major huge cut part our condition.,Rate others drive interesting goal least. Person environment candidate final certainly style three.,2024-11-02,2024-11-20,2024-11-28,2024-11-02,432.0,0.0,3.0,False,,"part, none",Chat
11960,124,27.0,7,7,5,6,Head past fear behind crime side.,Book suddenly family determine role chair already trial. Medical rather season miss music those.,2024-11-30,,2024-12-10,2024-11-30,,0.0,,False,,"front, happen",Phone
11961,4283,3.0,2,6,4,4,Religious other mouth certain one history.,Way per out child ever movement since. Perform you on health resource foreign above.,2024-02-13,,2024-09-09,2024-02-13,,0.0,,True,,"job, unit",API
11962,4295,46.0,9,6,2,6,Similar there paper cell indicate nice article entire choice executive.,Behind after worker policy nor simply high improve. Else rest ever share already.,2024-03-03,2024-03-29,2024-04-22,2024-03-04,624.0,24.0,2.0,False,,"sound, point",Chat
11963,936,27.0,10,1,4,7,Town quickly almost growth bar situation.,Bed represent choose toward rest. Point information trial suddenly page imagine.,2024-12-26,,2024-12-27,2024-12-27,,24.0,,False,,"PM, owner",Social Media
11964,1160,19.0,4,4,3,4,Least seat almost when modern.,Some according prepare culture. Throughout field career consider. Affect modern election company student.,2024-12-25,2024-12-31,2024-12-30,2024-12-25,144.0,0.0,2.0,False,,"eight, leave",API
11965,1976,43.0,3,2,3,2,Top heavy my along deal music.,Bank cause draw community forget where.,2024-01-20,2024-02-14,2024-02-19,2024-01-20,600.0,0.0,4.0,True,,"keep, line",Social Media
11966,187,20.0,10,5,5,4,Training herself sell size increase son.,Short large movement real will produce ten work. Network cut choice.,2024-02-09,2024-02-17,2024-03-03,2024-02-09,192.0,0.0,,False,,"our, check",Social Media
11967,2300,1.0,7,6,1,7,Baby movie industry white economic school million on rise.,Break water south heart. Area surface those as protect artist often senior.,2024-02-05,,2024-10-31,2024-02-06,,24.0,3.0,False,,"Congress, without",Chat
11968,2447,,3,1,2,3,Able edge water by court cultural.,Budget wife list attention. Conference trade military. Fire here service top.,2024-12-02,2024-12-31,2024-12-12,2024-12-02,696.0,0.0,4.0,False,,"including, nice",Portal
11969,2326,35.0,9,7,4,3,Number will free foreign crime when true.,Moment agency through rock. Choose media page policy.,2023-03-05,2023-03-06,2023-07-15,2023-03-05,24.0,0.0,5.0,False,,"option, growth",API
11970,4676,,1,2,4,2,Sure actually population religious modern future stock.,Road focus agent every hotel show. Because security water send report red. Site source adult card son. And throw individual grow.,2024-04-27,2024-05-24,2024-08-14,2024-04-28,648.0,24.0,3.0,False,,"and, yeah",Social Media
11971,3052,10.0,7,6,4,1,Analysis worker him think game skin relationship continue question off.,Return quickly result attack store create early world. Experience film during anyone. Cost modern represent half.,2023-01-27,,2023-07-10,2023-01-27,,0.0,,False,,"whole, your",Portal
11972,3717,13.0,1,5,1,5,Until choice ok activity nothing.,Price country theory drug. Change church type ability cut series describe. High check information use administration ready guy.,2023-06-05,,2024-12-29,2023-06-06,,24.0,3.0,False,,"back, throughout",Email
11973,4490,44.0,6,6,4,1,Rise tend board send idea.,Analysis result foot level series. My scene degree player occur produce. Tax avoid that degree small prove kind. Individual audience onto practice.,2023-11-19,2023-12-11,2024-10-12,2023-11-19,528.0,0.0,3.0,False,Security Concern,"receive, security",Portal
11974,2274,18.0,5,2,1,1,Occur scene knowledge choice section clearly lot add decision.,Yeah outside focus read.,2024-07-02,2024-07-27,2024-07-09,2024-07-03,600.0,24.0,3.0,False,,"society, scientist",Phone
11975,2153,22.0,1,8,4,1,With already art it another return hour understand.,When treatment management could of kitchen tend. Care bring whether media notice seek. Executive beautiful series soldier.,2023-04-22,2023-05-06,2024-10-28,2023-04-23,336.0,24.0,1.0,False,Complex Technical Issue,"gas, hotel",Portal
11976,522,7.0,4,6,4,6,Common rate within reveal appear discover soldier.,Prepare respond political water election look. Term design author true service tree red shoulder. Push service sport including gas develop race.,2024-09-16,2024-09-29,2024-09-28,2024-09-16,312.0,0.0,,False,,"ability, part",API
11977,2360,6.0,9,8,1,6,Deep which cell whose month.,Ten since finish actually field decide. Court environment until above.,2023-04-08,2023-04-11,2024-06-02,2023-04-09,72.0,24.0,3.0,False,,"prevent, part",Phone
11978,4981,2.0,7,8,4,4,Head nearly morning model talk organization.,Material issue moment official. Question discover very agreement letter.,2024-04-12,2024-05-04,2024-07-10,2024-04-12,528.0,0.0,,True,,"everybody, difference",Phone
11979,2937,21.0,6,1,4,4,Yet question those relationship blue benefit responsibility how.,Important support world where. Another evening form owner image sister picture. Now any section cover.,2023-11-17,2023-11-17,2024-01-14,2023-11-18,0.0,24.0,,False,,"later, drive",Phone
11980,2076,,1,2,3,1,Front gas condition kid strong.,With daughter as day.,2023-02-28,2023-03-13,2023-12-26,2023-03-01,312.0,24.0,5.0,True,,"physical, system",Email
11981,630,,5,5,4,6,Bad street find mind network southern cell question whom large.,Call simple interview family remain. Stop well its general house process.,2023-09-21,2023-09-27,2024-08-12,2023-09-21,144.0,0.0,4.0,True,,"collection, employee",Phone
11982,1335,3.0,3,7,1,3,Still staff environment most guess short may person now.,Of represent federal current. Like trip teacher name why interest discussion. Idea long medical industry wear pressure whose.,2024-06-07,2024-06-24,2024-08-30,,408.0,,,False,,"your, tell",Portal
11983,2403,49.0,2,2,3,4,Hit ten point case fly enough represent.,Them suggest happy account find. How material PM.,2023-01-06,,2024-12-23,,,,1.0,False,,"nation, strong",Phone
