opportunity_id,customer_id,rep_id,product_id,opportunity_name,stage,status,value,probability,expected_value,created_date,close_date,last_activity,competitor,decision_criteria,next_steps
4733,1552,4,11,Deal with Roberts-Moore,Closed Lost,Proposal Sent,314479,42,132081.18,2024-03-26,2024-05-04,2024-12-20,Competitor C,Nearly actually talk little where.,Education create hit middle visit safe meeting.
4734,3794,26,1,Deal with Hicks Group,Qualification,Closed Won,48901,54,26406.54,2024-06-02,2024-07-21,2024-10-03,Competitor B,Rest office big himself exactly add ago.,Professional front cause gas these high white.
4735,1528,40,8,"Deal with Foley, Jimenez and Kelley",Qualification,Open,130162,10,13016.2,2023-02-23,2023-06-10,2023-10-15,In-house,Ability day not save it.,Pull forget join nature away explain knowledge.
4736,2880,37,9,"Deal with Gonzalez, Sutton and Lee",Closed Won,Qualified,167117,53,88572.01000000001,2023-08-15,2024-01-23,2023-11-16,Competitor B,Need adult service record prevent keep those into when.,List central new close drive try even lot.
4737,2602,1,5,"Deal with Waters, Cook and Fernandez",Proposal,Qualified,317390,88,279303.2,2023-04-11,2024-02-11,2023-11-08,In-house,Weight two event manage series until attorney space two language.,By always tonight five condition environment.
4738,1355,29,5,"Deal with Ewing, Harris and Anderson",Negotiation,Qualified,119503,61,72896.83,2023-03-21,2023-10-13,2023-06-19,None,Only though once capital listen write.,Grow least significant former direction.
4739,4885,6,1,"Deal with Morse, Mcgrath and Estrada",Negotiation,Closed Won,295499,53,156614.47,2023-06-07,2023-12-14,2024-12-24,Competitor C,How enough bring it occur with bar activity.,Draw without another better build.
4740,2336,24,3,Deal with Mendez-Sanders,Negotiation,Proposal Sent,46137,18,8304.66,2024-03-28,2025-02-23,2024-05-10,In-house,Specific sit already trial ground.,Join line first their yet tree read.
4741,1280,28,7,"Deal with Miller, Cruz and Jones",Proposal,Qualified,46813,35,16384.55,2023-05-04,2024-01-10,2023-05-30,None,Attorney director and in upon candidate feeling space back.,Include collection left you particularly management.
4742,1281,35,9,Deal with Mcdonald-Mcpherson,Closed Lost,Negotiation,129713,85,110256.05,2024-05-27,2025-02-22,2024-06-20,Competitor C,Guess use laugh man impact all answer.,Account sort term visit first such south.
4743,1890,4,3,"Deal with Davis, Oconnor and Montes",Proposal,Closed Won,96905,30,29071.5,2024-05-06,2024-07-27,2024-12-27,None,Find leg stop crime daughter page owner anyone.,War seek value top call election.
4744,2691,25,5,Deal with Butler-Smith,Negotiation,Proposal Sent,58764,44,25856.16,2024-09-10,2025-08-27,2024-10-25,Competitor A,Call activity safe air court local before owner.,Mention office especially direction.
4745,3268,34,4,"Deal with Singleton, Scott and Davila",Closed Lost,Qualified,423123,90,380810.7,2023-05-27,2023-07-10,2024-11-14,In-house,Affect statement on month figure around pull father perhaps.,Trade ground just myself.
4746,354,13,12,Deal with Morris-Becker,Proposal,Negotiation,472622,83,392276.26,2024-06-06,2025-04-23,2024-08-17,Competitor C,Ok newspaper face not magazine player once box professor a.,Begin matter son thing.
4747,2547,46,4,Deal with Dodson and Sons,Closed Won,Qualified,67046,86,57659.56,2023-06-08,2024-01-28,2023-11-08,Competitor A,Stand suddenly challenge defense best add call organization pressure interview.,Attention general teach herself wish field education.
4748,2931,30,10,Deal with Cox Inc,Closed Won,Qualified,127866,33,42195.78,2023-04-10,2023-05-16,2024-01-12,Competitor A,Kitchen education write against environmental concern.,It kind budget serious these treat.
4749,2923,17,8,"Deal with Reyes, Smith and Hoffman",Closed Won,Negotiation,479638,47,225429.86,2023-09-18,2024-02-16,2024-06-05,Competitor B,Out anything dinner perform become six.,Experience strategy people all account anything value single.
4750,3948,13,10,Deal with Mason PLC,Proposal,Closed Won,383819,75,287864.25,2023-12-22,2024-05-31,2024-04-16,Competitor C,Answer at key opportunity production organization.,Trouble when at they green these.
4751,1755,43,4,Deal with Adkins LLC,Closed Lost,Negotiation,395562,61,241292.82,2023-05-21,2024-01-01,2023-06-15,Competitor A,Decade thus action management mention interest poor executive stay story visit.,Name small democratic fish.
4752,1621,24,11,"Deal with King, Simmons and Boyer",Negotiation,Closed Lost,483090,79,381641.10000000003,2024-05-05,2024-11-05,2024-12-20,None,Politics herself institution four will especially.,Drive model drive blood top thing different draw.
4753,1643,15,10,"Deal with Kent, Hicks and Dawson",Prospecting,Qualified,339287,58,196786.46,2024-05-07,2024-12-18,2024-12-20,Competitor B,Suddenly create activity news state truth factor listen for part share.,Since long food try.
4754,32,27,9,"Deal with Gallegos, Miller and Howe",Qualification,Negotiation,371626,17,63176.420000000006,2024-04-06,2024-07-27,2024-11-07,Competitor A,Level put ability better research plan serve art difficult write authority.,Add data skin heavy.
4755,857,9,9,Deal with Steele and Sons,Qualification,Closed Won,207338,61,126476.18,2023-06-28,2024-06-07,2024-07-14,Competitor B,Should finish you conference claim point front sport investment event.,Month region mind decide.
4756,725,19,11,Deal with Smith Inc,Qualification,Closed Lost,216729,43,93193.47,2024-02-24,2024-11-10,2024-11-13,In-house,Training prevent conference air than wait room rather sea what.,Traditional thus travel data you carry today.
4757,2554,28,9,Deal with Brewer LLC,Closed Won,Negotiation,71612,66,47263.920000000006,2023-11-16,2024-06-24,2024-12-05,None,Born draw thank modern whom nearly change else.,Possible body attack suddenly rest trial.
4758,1106,42,1,Deal with Frazier LLC,Proposal,Qualified,124523,72,89656.56,2023-07-25,2024-05-04,2024-09-08,Competitor C,Author work clearly live financial high imagine view.,Per consider now four miss police.
4759,2767,24,6,"Deal with Gaines, King and Johnson",Closed Won,Closed Won,147493,17,25073.81,2023-08-14,2024-01-29,2024-05-03,Competitor C,Third home make ground throw.,Believe team none skin.
4760,4742,50,6,"Deal with Nelson, Stanton and Scott",Closed Won,Proposal Sent,172630,47,81136.09999999999,2024-04-28,2025-04-03,2024-08-16,In-house,Positive behavior industry letter fish minute option whether letter material.,Prevent law reduce develop hair different project.
4761,2055,20,3,Deal with Vargas-Lutz,Closed Won,Proposal Sent,493299,40,197319.6,2024-10-25,2025-09-08,2024-12-25,In-house,Enough black way front recognize stuff especially feeling wide leg military.,Usually ability food public player.
4762,42,36,12,Deal with Stokes Ltd,Closed Won,Negotiation,153469,57,87477.32999999999,2024-01-27,2024-03-15,2024-12-01,None,Probably sister Mr put into animal here later or hundred.,Would main seem.
4763,3224,26,11,"Deal with Adams, Robinson and Oneal",Prospecting,Proposal Sent,121055,81,98054.55,2024-08-08,2024-11-29,2024-11-21,In-house,Rock age you clearly lawyer father hospital.,Own against figure civil smile everything image.
4764,768,34,11,Deal with White-Chang,Closed Lost,Open,316824,43,136234.32,2024-01-07,2024-04-19,2024-07-24,None,Foot certainly team these remain bar.,House reduce hotel score provide blood debate.
4765,2062,9,5,"Deal with Cook, Washington and Jones",Qualification,Negotiation,334541,62,207415.42,2024-10-15,2025-06-27,2024-11-14,Competitor A,Realize high indeed north particular.,Next side quickly safe show join describe less.
4766,1878,28,6,Deal with Brown-Campos,Proposal,Closed Lost,356494,56,199636.64,2024-05-14,2024-10-04,2024-11-02,Competitor C,Explain certainly member wear break during add stand.,Will by our address total.
4767,1245,5,6,Deal with Garrett-Hayes,Qualification,Negotiation,401255,42,168527.1,2024-10-18,2025-02-26,2024-10-27,None,Many response push point Republican possible deal Democrat war cold.,Street wish color.
4768,3883,18,8,"Deal with Dawson, Zamora and Johnson",Proposal,Proposal Sent,150267,65,97673.55,2024-09-07,2025-06-17,2024-11-25,Competitor B,Federal war Democrat leave into down because religious pick.,Skill religious agency might model consumer usually.
4769,1490,40,9,"Deal with Clark, Phillips and Sloan",Negotiation,Closed Lost,197608,79,156110.32,2023-07-29,2024-03-11,2024-11-28,Competitor B,Ready full debate to actually rise answer left.,Call boy arm try during bad.
4770,3354,49,3,"Deal with Montgomery, Lee and Baker",Negotiation,Proposal Sent,193496,13,25154.48,2023-11-07,2024-06-17,2023-11-12,None,Really gas wish worker per family.,Maybe yes feeling deal.
4771,807,38,2,"Deal with Jones, Garcia and Wilson",Qualification,Closed Lost,116607,18,20989.26,2023-07-31,2024-05-14,2024-01-13,Competitor C,Rise authority total coach determine not you ground space wide mission.,Probably account source institution past sport home factor.
4772,3964,29,4,Deal with Rodriguez Ltd,Negotiation,Closed Lost,205087,60,123052.2,2024-03-09,2024-07-09,2024-03-27,Competitor B,Bar door rock third west character policy customer account as.,Physical candidate strategy economic already quite never.
4773,3137,4,5,Deal with Huff-Benton,Qualification,Qualified,43889,83,36427.869999999995,2023-05-11,2024-04-07,2024-12-11,Competitor B,Name resource fish down always.,Congress everybody hair consumer rate season line.
4774,2554,49,12,Deal with Marquez-Holder,Negotiation,Negotiation,412589,67,276434.63,2024-02-24,2024-06-01,2024-06-17,In-house,Soon authority camera economy month.,Among movement popular computer determine word.
4775,3396,39,6,Deal with Jones and Sons,Qualification,Open,1209,47,568.23,2023-09-28,2024-05-02,2024-01-05,In-house,Direction quality manage everyone democratic federal especially design dark.,Tree next threat current.
4776,1642,9,4,"Deal with Lee, Perkins and Lloyd",Qualification,Qualified,2170,57,1236.8999999999999,2023-11-03,2024-05-25,2024-08-18,In-house,Parent throw yet free cell final character each foreign artist mouth.,Pressure operation focus now.
4777,2221,46,10,Deal with Miller-Sims,Closed Won,Qualified,309806,51,158001.06,2023-07-23,2023-10-15,2024-12-24,Competitor A,Because section democratic east capital.,Life long white find test.
4778,2143,12,10,"Deal with Burns, Scott and White",Closed Lost,Negotiation,247220,56,138443.2,2023-01-31,2023-03-19,2023-12-02,In-house,Both eat bag others however they avoid blood ready start radio.,Reach that system see run table response west.
4779,3755,28,12,Deal with Martin-Wolfe,Qualification,Open,496842,37,183831.54,2024-09-30,2025-07-31,2024-09-30,None,Part doctor role happy hear ball center.,Mean must crime.
4780,2928,8,6,Deal with Kelly LLC,Qualification,Closed Won,212116,38,80604.08,2024-04-09,2025-01-13,2024-06-26,In-house,Environment entire wide expert least.,Economic deal five dream drive current.
4781,2125,38,11,Deal with Rose LLC,Proposal,Open,249421,35,87297.34999999999,2024-12-20,2025-07-08,2024-12-20,None,Write trouble effort during season paper.,Put town arrive approach.
4782,1787,50,11,"Deal with Barrett, Arnold and Rogers",Closed Lost,Closed Lost,32991,53,17485.23,2024-12-12,2025-07-11,2024-12-28,None,Bank where peace we wonder about strong conference political serve star.,Responsibility race huge.
4783,3287,39,9,"Deal with Hamilton, Goodwin and Finley",Closed Won,Open,233012,19,44272.28,2023-12-22,2024-07-17,2024-06-20,In-house,Grow mouth eight stay employee.,Baby feel this dream camera dark charge.
4784,4444,44,1,Deal with Stephens Inc,Negotiation,Qualified,432639,19,82201.41,2023-04-02,2024-01-26,2024-05-27,None,Red environment lose decade worry.,Produce we trade together.
4785,3450,31,6,Deal with Gonzalez PLC,Negotiation,Negotiation,435262,63,274215.06,2024-09-26,2025-03-02,2024-11-14,Competitor C,Pretty education ground whom range.,Student doctor task knowledge audience.
4786,2434,24,1,Deal with Palmer-Escobar,Negotiation,Negotiation,329224,82,269963.68,2024-01-27,2024-03-05,2024-02-27,None,Executive meeting agency similar official wait assume arm week end.,Operation matter sense.
4787,1214,9,9,Deal with Clarke PLC,Qualification,Negotiation,277082,53,146853.46000000002,2024-04-15,2024-11-05,2024-07-30,None,Source create democratic until organization above month child.,Commercial five establish effect behavior memory.
4788,436,18,10,"Deal with Hall, Diaz and Herrera",Qualification,Qualified,157100,59,92689.0,2024-01-15,2024-12-09,2024-02-17,Competitor A,Gas itself wrong same positive buy poor try.,Day step worker smile prove just.
4789,663,25,7,"Deal with Jarvis, Curtis and Moore",Qualification,Negotiation,66266,59,39096.939999999995,2023-03-24,2023-05-22,2023-12-26,Competitor B,Appear support knowledge face deal fall particular fast fire.,Hard prove whom final suffer.
4790,4438,4,1,Deal with Newman PLC,Negotiation,Open,327619,57,186742.83,2023-12-07,2024-09-29,2024-11-27,Competitor A,Specific finish during back employee more.,Cause southern notice beyond begin her.
4791,1501,40,4,Deal with Hall LLC,Negotiation,Negotiation,479913,76,364733.88,2023-12-01,2024-03-30,2024-06-21,In-house,Figure offer resource guy attorney most last.,Job police husband heart.
4792,1498,10,12,"Deal with Rodriguez, Miller and Paul",Closed Lost,Closed Won,73227,52,38078.04,2023-06-21,2023-07-25,2023-12-05,In-house,Fish should no enjoy here.,Both yet economy local board group age model.
4793,1604,9,9,"Deal with Ward, Ramirez and Little",Closed Lost,Closed Lost,9535,29,2765.1499999999996,2023-03-06,2023-12-24,2023-07-28,None,Them step action item down woman.,Sign safe fear rather organization include type degree.
4794,2988,35,4,Deal with Gonzalez Group,Negotiation,Negotiation,440947,13,57323.11,2024-04-10,2024-11-27,2024-04-26,Competitor A,Record through pass two.,Environmental same five alone.
4795,1175,22,3,Deal with Hooper LLC,Qualification,Negotiation,6750,89,6007.5,2023-11-21,2023-12-23,2024-03-22,Competitor A,They popular pick effort administration.,Quite firm including ground.
4796,648,50,11,Deal with Jones-Vega,Proposal,Proposal Sent,296889,14,41564.46000000001,2023-03-05,2024-02-07,2023-12-28,Competitor B,Program collection friend hope western or trial alone election.,Beyond word run hundred middle.
4797,4069,42,2,"Deal with Hayes, Buck and Mata",Negotiation,Closed Won,23005,37,8511.85,2023-04-01,2023-12-03,2023-09-22,None,For good knowledge however future before.,Hour stock never medical upon act.
4798,4409,28,8,"Deal with Anderson, Butler and Dixon",Closed Lost,Qualified,148504,64,95042.56,2024-04-12,2025-02-06,2024-06-25,None,Reveal strategy fill five adult film thus.,Bar brother staff score.
4799,4915,6,7,Deal with Bennett Group,Proposal,Open,320481,56,179469.36000000002,2024-04-24,2024-07-13,2024-07-30,None,Positive crime TV firm religious.,Business similar establish here continue article factor.
4800,1285,9,9,"Deal with Kim, Delgado and Clark",Prospecting,Proposal Sent,171422,18,30855.96,2023-09-09,2024-05-11,2024-07-10,Competitor B,Market wall skill surface station team.,War according learn old important.
