conversion_id,lead_id,campaign_id,conversion_type,conversion_date,conversion_value,revenue,customer_lifetime_value,conversion_path,attribution_model,touchpoints_count,days_to_conversion
3049,12329,28,Opportunity,2024-12-26,3129,24043,85662,Display -> Lead -> MQL,Position Based,3,361
3050,12335,49,Opportunity,2024-12-20,1974,4301,49825,Display -> Lead -> Lead,Last Touch,4,148
3051,12337,44,Upsell,2024-04-03,4897,14131,45336,Influencer -> Lead -> Opportunity,Position Based,8,228
3052,12339,48,SQL,2023-09-17,7922,17074,67135,Social Media -> Lead -> SQL,Time Decay,3,338
3053,12343,2,Customer,2024-03-08,3411,15052,34332,Direct Mail -> Lead -> Customer,Last Touch,10,148
3054,12346,33,Opportunity,2024-08-14,4395,49484,31712,Display -> Lead -> Upsell,First Touch,2,331
3055,12356,15,Customer,2023-07-14,6265,9042,24032,Paid Search -> Lead -> Customer,First Touch,4,298
3056,12358,24,Opportunity,2023-08-24,2926,49456,83242,SEO -> Lead -> Upsell,Position Based,2,135
3057,12365,33,Customer,2024-11-02,8679,12005,8069,Display -> Lead -> Lead,First Touch,6,281
3058,12366,1,Upsell,2024-05-18,1937,33344,5791,Display -> Lead -> Lead,Last Touch,4,37
3059,12369,7,Lead,2024-02-03,221,38788,3155,Influencer -> Lead -> SQL,Last Touch,6,17
3060,12373,13,Lead,2024-11-12,2690,42669,7227,SEO -> Lead -> SQL,Position Based,1,163
3061,12375,9,Lead,2024-06-20,8423,8244,66514,Webinars -> Lead -> Customer,Linear,6,269
3062,12380,41,SQL,2024-11-06,3736,34107,88328,Events -> Lead -> Opportunity,Position Based,3,211
3063,12383,23,Lead,2024-12-19,5047,48876,7481,Webinars -> Lead -> SQL,First Touch,7,336
3064,12384,42,Upsell,2024-08-30,751,16168,28720,Direct Mail -> Lead -> Lead,First Touch,6,218
3065,12385,35,Customer,2024-09-21,1628,17386,77481,Events -> Lead -> Lead,Last Touch,10,178
3066,12386,25,Upsell,2024-10-25,716,41306,77407,Direct Mail -> Lead -> SQL,Linear,7,337
3067,12391,42,MQL,2024-06-16,4324,47597,93210,Direct Mail -> Lead -> MQL,First Touch,9,183
3068,12393,10,SQL,2023-05-15,9621,37790,35560,Social Media -> Lead -> SQL,Last Touch,8,186
3069,12394,7,Lead,2024-06-25,6776,49082,69012,Influencer -> Lead -> Upsell,Last Touch,6,141
3070,12399,48,Customer,2023-08-20,7927,47713,45556,Social Media -> Lead -> Opportunity,Linear,2,333
3071,12406,35,SQL,2024-11-17,4935,1781,94813,Events -> Lead -> SQL,First Touch,10,252
3072,12415,46,Upsell,2024-11-17,5872,1962,14760,Social Media -> Lead -> Upsell,Position Based,10,245
3073,12417,21,MQL,2024-11-11,8608,24238,76491,Influencer -> Lead -> MQL,Last Touch,3,340
3074,12429,18,Customer,2024-11-23,3758,36581,89701,Webinars -> Lead -> SQL,Linear,1,214
3075,12430,27,Upsell,2024-12-05,2247,11766,40429,SEO -> Lead -> MQL,Linear,5,216
3076,12432,4,Lead,2024-10-05,2157,46110,72998,Email -> Lead -> Customer,Time Decay,2,200
3077,12441,24,Opportunity,2024-02-08,8326,29485,54764,SEO -> Lead -> Lead,Linear,6,334
3078,12442,30,Opportunity,2024-08-14,4226,21906,70153,Influencer -> Lead -> MQL,Last Touch,9,224
3079,12455,49,Customer,2024-12-19,2799,48879,74226,Display -> Lead -> SQL,Position Based,7,41
3080,12459,28,SQL,2024-12-23,8300,42410,79588,Display -> Lead -> Upsell,Linear,3,105
3081,12465,32,SQL,2023-01-30,3430,43399,32174,Influencer -> Lead -> Customer,Time Decay,2,261
3082,12477,8,Upsell,2024-08-12,2628,16320,24864,Influencer -> Lead -> MQL,First Touch,2,234
3083,12485,37,MQL,2024-10-24,2080,23018,80537,Events -> Lead -> Opportunity,Time Decay,5,136
3084,12487,31,Upsell,2024-12-21,2250,10012,14934,Paid Search -> Lead -> Upsell,Linear,6,76
3085,12491,22,Lead,2023-11-19,5260,10727,69593,Display -> Lead -> SQL,Last Touch,9,276
3086,12497,37,Customer,2024-12-03,4744,47793,82266,Events -> Lead -> SQL,Last Touch,7,305
3087,12502,44,Customer,2024-08-18,2428,37083,69520,Influencer -> Lead -> Upsell,Time Decay,4,28
3088,12503,40,Lead,2023-07-28,2741,36576,85772,Email -> Lead -> Customer,Position Based,8,168
3089,12506,9,Opportunity,2024-12-15,9320,22542,44629,Webinars -> Lead -> Opportunity,First Touch,7,301
3090,12511,8,Opportunity,2024-10-31,2445,10559,76823,Influencer -> Lead -> MQL,Position Based,1,24
3091,12512,34,MQL,2024-03-12,9560,30999,74711,Events -> Lead -> Customer,Last Touch,9,139
3092,12513,21,Customer,2024-03-31,1413,27438,93899,Influencer -> Lead -> SQL,Position Based,10,207
3093,12514,8,SQL,2024-09-11,9802,48039,17036,Influencer -> Lead -> SQL,Last Touch,5,197
3094,12517,27,Upsell,2024-07-14,5585,41359,34174,SEO -> Lead -> Opportunity,Last Touch,3,301
3095,12523,5,SQL,2024-12-21,2336,9013,99086,Influencer -> Lead -> MQL,Time Decay,4,239
3096,12524,38,MQL,2023-11-15,590,49156,30899,Direct Mail -> Lead -> Upsell,First Touch,1,338
3097,12529,39,SQL,2024-01-11,9539,41057,74692,Content Marketing -> Lead -> MQL,Last Touch,9,303
3098,12532,37,Customer,2024-10-22,7764,34827,66771,Events -> Lead -> MQL,Linear,9,266
3099,12535,29,MQL,2024-08-10,8715,4256,50881,Influencer -> Lead -> Upsell,First Touch,3,58
3100,12538,28,SQL,2024-12-22,1451,5649,86339,Display -> Lead -> Opportunity,Last Touch,7,327
3101,12540,29,SQL,2023-10-24,1625,22557,8571,Influencer -> Lead -> Opportunity,Position Based,4,124
3102,12541,6,Customer,2024-09-22,1223,37360,76250,SEO -> Lead -> SQL,First Touch,6,186
3103,12542,12,MQL,2023-11-29,149,35948,73869,Events -> Lead -> Upsell,Linear,4,161
3104,12544,12,Opportunity,2024-05-17,8941,45774,94283,Events -> Lead -> Upsell,Time Decay,3,244
3105,12547,44,Upsell,2023-12-23,5617,759,75617,Influencer -> Lead -> Lead,Last Touch,9,164
3106,12548,23,MQL,2024-12-23,4480,14592,71571,Webinars -> Lead -> Upsell,Time Decay,5,308
3107,12553,24,MQL,2024-12-20,266,7943,51437,SEO -> Lead -> Upsell,First Touch,3,178
3108,12554,30,SQL,2024-11-05,6528,16178,89130,Influencer -> Lead -> Lead,Time Decay,5,20
3109,12557,40,Lead,2024-05-16,2031,32300,68988,Email -> Lead -> Opportunity,Position Based,7,117
3110,12575,19,Customer,2024-12-27,5061,42141,63146,Influencer -> Lead -> Customer,Linear,8,347
3111,12577,4,Opportunity,2024-12-30,3527,45813,17626,Email -> Lead -> MQL,Last Touch,4,365
3112,12578,36,Customer,2024-10-24,8782,36371,45020,Direct Mail -> Lead -> Lead,Linear,6,61
3113,12580,41,Lead,2024-10-13,9271,21980,66197,Events -> Lead -> SQL,Time Decay,6,310
3114,12583,26,Opportunity,2023-12-30,9440,9236,33576,SEO -> Lead -> Opportunity,Linear,5,89
3115,12585,42,Opportunity,2024-06-07,5869,16502,16525,Direct Mail -> Lead -> Opportunity,Position Based,3,130
3116,12588,23,MQL,2024-12-28,8978,12213,22573,Webinars -> Lead -> SQL,Position Based,7,144
3117,12592,26,Upsell,2024-01-29,5672,5070,96173,SEO -> Lead -> Upsell,First Touch,8,132
3118,12594,41,MQL,2024-07-27,2493,10263,66548,Events -> Lead -> Lead,Linear,6,155
3119,12604,34,Opportunity,2024-08-05,5579,10915,3294,Events -> Lead -> Upsell,Last Touch,8,243
3120,12606,48,MQL,2024-05-04,1023,38857,31126,Social Media -> Lead -> Opportunity,First Touch,3,294
3121,12613,10,Opportunity,2023-07-19,1454,45093,53116,Social Media -> Lead -> Opportunity,Last Touch,6,158
3122,12618,15,SQL,2024-07-23,1476,49821,18430,Paid Search -> Lead -> Opportunity,Last Touch,6,254
3123,12620,23,SQL,2024-12-20,1607,6035,10406,Webinars -> Lead -> Upsell,Linear,8,296
3124,12629,50,Lead,2024-12-16,1457,5906,68164,Influencer -> Lead -> Customer,First Touch,3,319
3125,12631,50,SQL,2024-10-08,8219,9547,33630,Influencer -> Lead -> Upsell,First Touch,3,20
3126,12644,32,MQL,2024-04-08,8634,6495,24069,Influencer -> Lead -> Customer,Last Touch,2,168
3127,12645,4,Upsell,2024-09-29,9738,36801,17637,Email -> Lead -> Opportunity,First Touch,5,267
3128,12646,31,Lead,2024-09-14,151,9479,35435,Paid Search -> Lead -> Opportunity,First Touch,2,319
3129,12648,48,SQL,2024-06-14,5659,45099,45175,Social Media -> Lead -> Customer,Time Decay,10,49
3130,12651,49,Customer,2024-12-24,4880,19076,21252,Display -> Lead -> Upsell,First Touch,9,259
3131,12653,8,SQL,2024-08-24,8555,20007,25964,Influencer -> Lead -> MQL,Position Based,1,84
3132,12655,13,SQL,2024-08-05,8329,16053,46837,SEO -> Lead -> MQL,Time Decay,1,337
3133,12656,48,Lead,2024-03-07,6898,33166,58978,Social Media -> Lead -> Customer,Last Touch,9,166
3134,12662,10,SQL,2023-08-10,3370,32592,89419,Social Media -> Lead -> Opportunity,First Touch,9,182
3135,12679,15,Opportunity,2024-03-21,7367,1925,34619,Paid Search -> Lead -> Customer,Position Based,9,237
3136,12683,18,SQL,2024-11-14,3185,10144,91882,Webinars -> Lead -> Customer,Last Touch,7,196
3137,12685,11,Customer,2024-10-22,2422,13459,78307,Events -> Lead -> Opportunity,Position Based,8,329
3138,12699,31,Customer,2024-06-16,3766,16659,30496,Paid Search -> Lead -> Upsell,Position Based,5,104
3139,12700,19,Lead,2024-12-21,9577,5511,19642,Influencer -> Lead -> Upsell,Position Based,10,73
3140,12702,43,Lead,2024-03-15,7554,13173,66906,Social Media -> Lead -> MQL,Position Based,6,165
3141,12703,44,Lead,2024-06-03,4467,11874,98260,Influencer -> Lead -> MQL,Last Touch,2,351
3142,12705,7,MQL,2024-04-24,2103,12340,95319,Influencer -> Lead -> Lead,Last Touch,6,298
3143,12710,3,MQL,2024-11-13,6264,33702,11297,Influencer -> Lead -> MQL,Time Decay,1,95
3144,12711,1,Customer,2024-06-03,8541,2115,96960,Display -> Lead -> Opportunity,Position Based,3,280
3145,12717,20,SQL,2024-12-02,1306,11593,86377,Influencer -> Lead -> Customer,Position Based,9,39
3146,12729,24,MQL,2024-02-16,5300,5777,42050,SEO -> Lead -> Customer,First Touch,4,291
3147,12730,14,MQL,2024-11-13,718,38820,5488,Social Media -> Lead -> Opportunity,Linear,10,271
3148,12731,50,Upsell,2024-10-30,4841,11913,66486,Influencer -> Lead -> SQL,Time Decay,7,274
3149,12738,26,Upsell,2023-10-03,7022,16443,90498,SEO -> Lead -> Customer,Last Touch,10,241
3150,12741,38,SQL,2024-04-23,357,31782,32651,Direct Mail -> Lead -> Upsell,Last Touch,6,135
3151,12746,6,Opportunity,2024-10-16,9167,38733,87337,SEO -> Lead -> MQL,Linear,8,51
3152,12747,43,Upsell,2024-12-15,4448,43688,47935,Social Media -> Lead -> Lead,First Touch,9,139
3153,12748,33,MQL,2024-08-08,1351,9706,3085,Display -> Lead -> SQL,Last Touch,3,120
3154,12750,46,Upsell,2024-02-07,5057,44150,25213,Social Media -> Lead -> Customer,Last Touch,2,159
3155,12751,47,Customer,2023-09-18,7321,14902,10977,Influencer -> Lead -> SQL,Position Based,7,232
3156,12753,18,Customer,2024-12-25,3296,19730,4840,Webinars -> Lead -> Customer,Last Touch,1,54
3157,12754,14,Lead,2024-05-04,8141,24780,54740,Social Media -> Lead -> Lead,Position Based,10,249
3158,12764,25,Lead,2024-11-20,7320,34664,24704,Direct Mail -> Lead -> Upsell,Position Based,4,124
3159,12765,39,Opportunity,2024-07-26,6828,29666,68587,Content Marketing -> Lead -> MQL,Position Based,9,52
3160,12766,13,MQL,2024-05-22,5594,28089,46550,SEO -> Lead -> Upsell,Position Based,5,27
3161,12769,30,Upsell,2024-07-14,6214,826,92972,Influencer -> Lead -> SQL,First Touch,7,215
3162,12770,1,Lead,2024-05-04,527,34089,48289,Display -> Lead -> MQL,Last Touch,9,124
3163,12772,15,Customer,2024-10-27,4862,10838,44533,Paid Search -> Lead -> SQL,Linear,3,347
3164,12776,24,SQL,2023-10-25,3305,21434,4943,SEO -> Lead -> MQL,Position Based,6,4
3165,12782,43,Lead,2024-08-16,1011,8192,84584,Social Media -> Lead -> Customer,Time Decay,7,127
3166,12786,47,Opportunity,2024-08-11,3226,7643,53188,Influencer -> Lead -> Upsell,Position Based,1,156
3167,12787,33,Upsell,2024-09-22,8831,23707,77629,Display -> Lead -> Lead,Time Decay,10,292
3168,12793,37,Lead,2024-11-09,9651,19850,74255,Events -> Lead -> Opportunity,Last Touch,3,162
3169,12800,29,MQL,2024-10-11,883,40407,97089,Influencer -> Lead -> MQL,Last Touch,3,81
3170,12806,21,Opportunity,2024-01-11,6290,49915,60286,Influencer -> Lead -> Lead,First Touch,2,113
3171,12810,47,Lead,2024-10-15,4407,48724,8046,Influencer -> Lead -> Upsell,Position Based,3,65
3172,12813,45,Opportunity,2024-01-14,8382,3052,43907,Direct Mail -> Lead -> SQL,Time Decay,9,212
3173,12818,30,Opportunity,2024-08-31,7058,37962,90181,Influencer -> Lead -> MQL,Linear,1,134
3174,12831,11,Customer,2024-12-17,2948,18099,11719,Events -> Lead -> Customer,Time Decay,4,202
3175,12843,6,Customer,2024-10-17,4112,5642,38579,SEO -> Lead -> SQL,Time Decay,10,27
3176,12845,2,Upsell,2024-03-22,118,19633,36332,Direct Mail -> Lead -> MQL,First Touch,8,331
3177,12850,9,Upsell,2024-02-17,716,12564,91326,Webinars -> Lead -> Upsell,First Touch,3,57
3178,12851,42,Upsell,2024-04-03,1580,37962,78113,Direct Mail -> Lead -> Opportunity,Linear,1,338
3179,12855,33,Customer,2024-08-19,6842,43849,50063,Display -> Lead -> Opportunity,Linear,2,219
3180,12859,26,MQL,2024-01-01,5216,2378,47772,SEO -> Lead -> Customer,Time Decay,8,108
3181,12867,15,SQL,2024-11-27,8274,37394,34416,Paid Search -> Lead -> Upsell,Position Based,8,297
3182,12871,40,Customer,2024-02-16,3285,2243,46981,Email -> Lead -> Upsell,Last Touch,6,198
3183,12881,27,MQL,2024-06-16,9158,10752,40217,SEO -> Lead -> Customer,Time Decay,8,308
3184,12891,14,MQL,2024-11-08,246,41640,39720,Social Media -> Lead -> MQL,First Touch,6,363
3185,12894,18,MQL,2024-12-22,5179,36488,76155,Webinars -> Lead -> Lead,Position Based,10,327
3186,12897,14,Upsell,2024-10-18,4232,22061,63689,Social Media -> Lead -> Lead,Time Decay,5,147
3187,12899,16,MQL,2024-10-14,6194,32794,1599,Paid Search -> Lead -> Lead,Linear,10,221
3188,12904,25,Upsell,2024-12-24,1172,48882,83414,Direct Mail -> Lead -> MQL,Position Based,9,54
3189,12905,18,SQL,2024-11-12,3698,31501,18106,Webinars -> Lead -> Lead,Time Decay,6,258
3190,12908,33,MQL,2024-12-20,8189,27935,64754,Display -> Lead -> Customer,First Touch,3,296
3191,12911,28,Opportunity,2024-12-29,7548,33297,13930,Display -> Lead -> Opportunity,Linear,7,24
3192,12913,12,MQL,2024-11-15,6869,27941,39844,Events -> Lead -> Lead,Last Touch,3,72
3193,12922,7,SQL,2024-05-27,7042,49503,26132,Influencer -> Lead -> SQL,Linear,8,10
3194,12923,20,MQL,2024-10-10,6208,36175,57038,Influencer -> Lead -> Customer,Linear,2,319
3195,12943,14,MQL,2024-09-12,8970,38162,94947,Social Media -> Lead -> Lead,Linear,3,168
3196,12945,49,MQL,2024-12-16,9723,36513,56748,Display -> Lead -> MQL,First Touch,2,130
3197,12946,21,Customer,2023-06-23,5661,26506,88386,Influencer -> Lead -> Upsell,First Touch,6,278
3198,12947,43,SQL,2024-12-15,667,45050,94137,Social Media -> Lead -> Lead,First Touch,8,196
3199,12953,5,Opportunity,2024-09-15,8947,49671,85230,Influencer -> Lead -> MQL,Last Touch,3,300
3200,12955,12,MQL,2024-02-14,536,5105,63253,Events -> Lead -> Lead,Linear,5,18
3201,12961,26,Customer,2023-07-22,2667,18299,72435,SEO -> Lead -> Upsell,Linear,7,141
3202,12963,25,Opportunity,2024-12-03,3376,36602,73230,Direct Mail -> Lead -> Lead,Last Touch,6,315
3203,12964,42,MQL,2024-08-05,2532,44494,16113,Direct Mail -> Lead -> Opportunity,First Touch,4,1
3204,12966,49,Customer,2024-12-16,6144,29171,54898,Display -> Lead -> Upsell,Last Touch,6,210
3205,12969,16,SQL,2024-11-02,8752,14965,46525,Paid Search -> Lead -> Lead,First Touch,4,84
3206,12973,44,SQL,2023-11-27,9224,30416,69132,Influencer -> Lead -> Lead,Time Decay,1,204
3207,12977,10,Customer,2023-02-10,4759,1366,35218,Social Media -> Lead -> Opportunity,Time Decay,1,292
3208,12984,3,Opportunity,2024-07-09,329,33013,20592,Influencer -> Lead -> MQL,Linear,8,294
3209,12987,19,SQL,2024-07-24,7970,34926,34503,Influencer -> Lead -> Opportunity,Position Based,10,296
3210,12992,16,Upsell,2024-11-16,8653,48965,39181,Paid Search -> Lead -> Lead,First Touch,3,139
3211,12993,2,SQL,2024-04-18,5167,4526,53613,Direct Mail -> Lead -> Opportunity,Last Touch,9,27
3212,12996,24,MQL,2024-09-02,9815,30342,44663,SEO -> Lead -> Opportunity,Last Touch,6,228
3213,13000,11,Opportunity,2024-12-02,9136,21855,40400,Events -> Lead -> SQL,Last Touch,6,302
3214,13003,19,Lead,2024-07-30,2190,29048,1714,Influencer -> Lead -> Upsell,Last Touch,4,272
3215,13004,2,MQL,2024-10-21,1927,21689,66885,Direct Mail -> Lead -> Lead,Last Touch,8,40
3216,13018,27,Lead,2024-02-27,1162,35787,86373,SEO -> Lead -> Lead,Time Decay,10,86
3217,13020,16,Lead,2024-09-24,4166,31028,12671,Paid Search -> Lead -> Customer,Time Decay,1,171
3218,13023,38,Customer,2024-06-17,7304,42051,44411,Direct Mail -> Lead -> Opportunity,Time Decay,5,42
3219,13038,18,MQL,2024-11-17,5914,10921,16301,Webinars -> Lead -> SQL,Position Based,7,176
3220,13044,19,MQL,2024-10-28,3627,2823,98115,Influencer -> Lead -> Customer,Time Decay,3,271
3221,13045,29,Customer,2024-05-06,6950,40770,67481,Influencer -> Lead -> Lead,Position Based,9,203
3222,13059,19,Upsell,2024-04-17,1918,30029,24703,Influencer -> Lead -> MQL,First Touch,9,13
3223,13071,17,MQL,2023-09-12,9247,1017,57208,Events -> Lead -> SQL,Last Touch,5,193
3224,13086,5,Upsell,2024-12-14,9927,38769,81869,Influencer -> Lead -> SQL,Linear,4,222
3225,13091,47,Customer,2024-04-23,528,21977,30467,Influencer -> Lead -> Upsell,Time Decay,7,272
3226,13092,18,Customer,2024-11-12,209,45652,65810,Webinars -> Lead -> Opportunity,First Touch,5,238
3227,13093,44,Lead,2023-11-26,8098,48376,23080,Influencer -> Lead -> Customer,Last Touch,5,144
3228,13096,7,Customer,2024-03-05,1648,16565,1735,Influencer -> Lead -> Upsell,First Touch,3,222
3229,13105,6,Upsell,2024-08-15,6093,16512,56728,SEO -> Lead -> Opportunity,Time Decay,10,14
3230,13117,44,Opportunity,2024-02-18,6063,43477,15890,Influencer -> Lead -> Lead,Last Touch,2,327
3231,13124,8,Upsell,2023-11-10,334,32598,8366,Influencer -> Lead -> MQL,Time Decay,6,257
3232,13125,23,Upsell,2024-12-28,7461,25383,4763,Webinars -> Lead -> MQL,Last Touch,9,234
3233,13126,13,Upsell,2024-09-12,287,26729,73267,SEO -> Lead -> SQL,Last Touch,6,161
3234,13131,4,Customer,2024-09-23,6289,46586,39055,Email -> Lead -> Upsell,Position Based,4,226
3235,13132,13,Customer,2024-08-15,4096,8637,14621,SEO -> Lead -> Lead,Linear,7,233
3236,13133,18,SQL,2024-11-19,9546,17679,59641,Webinars -> Lead -> Opportunity,First Touch,10,305
3237,13135,26,SQL,2024-05-03,9594,23769,95982,SEO -> Lead -> MQL,Linear,7,95
3238,13136,9,SQL,2024-03-15,868,24395,3666,Webinars -> Lead -> Customer,Linear,1,178
3239,13144,8,Upsell,2024-09-28,6893,27723,63243,Influencer -> Lead -> SQL,First Touch,3,328
3240,13150,36,Upsell,2024-10-17,8917,27977,18400,Direct Mail -> Lead -> SQL,Position Based,7,205
3241,13157,14,Opportunity,2024-09-15,7885,18097,87695,Social Media -> Lead -> Opportunity,First Touch,6,241
3242,13175,18,Upsell,2024-12-18,3633,2465,9568,Webinars -> Lead -> Lead,Position Based,7,225
3243,13183,46,Opportunity,2024-06-09,8818,44058,11808,Social Media -> Lead -> Upsell,Last Touch,8,184
3244,13185,21,Upsell,2024-12-18,7757,23344,2147,Influencer -> Lead -> Lead,Last Touch,9,123
3245,13194,11,Upsell,2024-07-10,7374,30505,8661,Events -> Lead -> SQL,Last Touch,10,121
3246,13199,40,Upsell,2023-09-18,6015,45068,92360,Email -> Lead -> SQL,Linear,5,47
3247,13200,37,MQL,2024-11-10,3702,19633,58014,Events -> Lead -> Customer,Linear,1,214
3248,13201,2,Customer,2024-05-21,2080,39629,79371,Direct Mail -> Lead -> Lead,First Touch,2,32
3249,13202,11,Lead,2024-07-12,1331,22651,60630,Events -> Lead -> Lead,Position Based,9,132
3250,13205,35,Upsell,2024-11-23,3781,16615,34823,Events -> Lead -> MQL,Linear,1,24
3251,13206,5,Opportunity,2024-09-30,5353,40361,18357,Influencer -> Lead -> Customer,Last Touch,8,12
3252,13207,10,Lead,2024-03-06,4118,19130,52889,Social Media -> Lead -> SQL,Position Based,5,363
3253,13208,41,Upsell,2024-08-31,6607,21780,67325,Events -> Lead -> SQL,Last Touch,4,285
3254,13210,17,MQL,2024-11-09,7750,8707,92772,Events -> Lead -> Lead,Time Decay,4,37
3255,13216,20,Customer,2024-12-14,8626,43202,53811,Influencer -> Lead -> Opportunity,Linear,10,161
3256,13218,42,MQL,2024-12-03,1269,659,4848,Direct Mail -> Lead -> MQL,Position Based,4,216
3257,13223,33,MQL,2024-08-03,8613,40888,90328,Display -> Lead -> SQL,Last Touch,7,139
3258,13230,12,SQL,2024-03-05,6666,1725,80203,Events -> Lead -> Customer,Time Decay,1,81
3259,13238,47,SQL,2024-06-20,9088,46108,36011,Influencer -> Lead -> Upsell,Linear,10,360
3260,13246,21,MQL,2024-08-09,8047,3024,99543,Influencer -> Lead -> Customer,Position Based,7,158
3261,13250,40,MQL,2023-04-10,9240,49905,63272,Email -> Lead -> Customer,Last Touch,10,89
3262,13252,37,SQL,2024-10-14,6848,11159,95918,Events -> Lead -> Lead,Position Based,1,39
3263,13253,17,Customer,2024-07-03,2094,40634,29602,Events -> Lead -> Lead,Linear,5,41
3264,13258,15,Lead,2024-04-13,1725,45351,91427,Paid Search -> Lead -> Customer,Position Based,7,136
3265,13263,47,SQL,2023-08-29,2647,30971,40111,Influencer -> Lead -> MQL,Position Based,7,272
3266,13264,22,Lead,2023-08-01,3005,1440,71292,Display -> Lead -> Upsell,Linear,4,219
3267,13265,9,Opportunity,2024-04-27,1829,16395,79023,Webinars -> Lead -> MQL,Linear,3,18
3268,13266,46,MQL,2024-09-12,5304,29320,76907,Social Media -> Lead -> Customer,Linear,10,350
3269,13267,34,Opportunity,2024-05-08,5883,24276,83499,Events -> Lead -> Lead,Last Touch,9,338
3270,13273,44,Lead,2024-03-29,6939,25168,92400,Influencer -> Lead -> Lead,Time Decay,3,26
3271,13275,15,Lead,2024-01-23,7315,31526,63754,Paid Search -> Lead -> Lead,Time Decay,8,314
