attribution_id,conversion_id,campaign_id,attribution_model,attribution_percentage,attributed_revenue,touchpoint_position,days_from_first_touch,days_from_last_touch,channel_weight,interaction_type
16587,3318,37,Last Touch,0.45,12183.6,2,59,17,0.7,Conversion
16588,3318,37,Linear,0.93,31271.24,8,85,6,0.42,Click
16589,3318,37,Time Decay,0.88,7310.16,6,36,2,0.2,View
16590,3318,37,Position Based,0.12,37769.16,1,125,4,0.55,Conversion
16591,3319,8,First Touch,0.55,8678.16,1,252,19,0.13,Conversion
16592,3319,8,Last Touch,0.31,32543.100000000002,4,240,24,0.72,Engagement
16593,3319,8,Linear,0.41,10486.109999999999,5,55,30,0.28,View
16594,3319,8,Time Decay,0.31,16271.550000000001,2,316,11,0.98,Conversion
16595,3319,8,Position Based,0.85,18802.68,6,357,29,0.26,Engagement
16596,3320,14,First Touch,0.47,8999.76,7,136,8,0.47,Engagement
16597,3320,14,Last Touch,0.16,6749.82,10,227,1,0.2,Engagement
16598,3320,14,Linear,0.13,6106.98,2,353,28,0.57,View
16599,3320,14,Time Decay,0.94,8785.48,9,6,6,0.43,View
16600,3320,14,Position Based,0.52,7928.36,10,103,1,0.55,Engagement
16601,3321,39,First Touch,0.52,4020.25,7,6,12,0.67,Click
16602,3321,39,Last Touch,0.2,4341.87,8,354,20,0.16,Conversion
16603,3321,39,Linear,0.24,9326.98,3,42,22,0.6,Conversion
16604,3321,39,Time Decay,0.58,4181.06,2,282,3,0.21,Conversion
16605,3321,39,Position Based,0.21,1929.72,5,151,9,0.47,Conversion
16606,3322,26,First Touch,0.12,7943.82,4,255,12,0.69,View
16607,3322,26,Last Touch,0.36,9791.220000000001,9,138,26,0.58,View
16608,3322,26,Linear,0.12,2586.36,6,192,18,0.82,Conversion
16609,3322,26,Time Decay,0.45,4618.5,7,176,2,0.56,View
16610,3322,26,Position Based,1.0,12747.06,5,184,7,0.4,Engagement
16611,3323,32,First Touch,0.23,6760.2,10,120,26,0.14,Click
16612,3323,32,Last Touch,0.21,7661.56,2,58,12,0.96,Conversion
16613,3323,32,Linear,0.99,4394.13,6,69,5,0.79,Conversion
16614,3323,32,Time Decay,0.41,1126.7,5,353,5,0.13,Click
16615,3323,32,Position Based,0.91,2140.73,7,295,5,0.67,Engagement
16616,3324,14,First Touch,0.35,8919.45,1,177,17,0.4,View
16617,3324,14,Last Touch,0.59,16847.85,10,216,4,0.41,Conversion
16618,3324,14,Linear,0.71,9249.800000000001,8,84,17,0.1,View
16619,3324,14,Time Decay,0.69,14205.05,10,180,23,0.61,Conversion
16620,3324,14,Position Based,0.81,7267.7,7,97,19,0.93,Engagement
16621,3325,22,First Touch,0.39,3597.66,3,24,8,0.38,View
16622,3325,22,Last Touch,0.43,9811.8,6,19,28,0.86,Click
16623,3325,22,Linear,0.8,13409.46,10,139,16,0.46,Click
16624,3325,22,Time Decay,0.54,20931.84,5,338,16,0.88,Conversion
16625,3325,22,Position Based,0.5,23221.26,10,147,20,0.77,Engagement
16626,3326,23,First Touch,0.61,5593.86,6,213,16,0.78,View
16627,3326,23,Last Touch,0.9,5593.86,9,29,23,0.86,View
16628,3326,23,Linear,0.72,25793.91,9,26,9,0.67,Click
16629,3326,23,Time Decay,0.29,30455.46,3,307,1,0.54,Click
16630,3326,23,Position Based,0.64,12430.800000000001,6,17,2,0.35,Conversion
16631,3327,29,First Touch,0.18,6719.5,9,161,1,0.57,Click
16632,3327,29,Last Touch,0.39,4300.4800000000005,4,274,16,0.42,View
16633,3327,29,Linear,0.29,12363.880000000001,6,16,13,0.44,Click
16634,3327,29,Time Decay,0.39,7257.06,10,307,10,0.52,Click
16635,3327,29,Position Based,0.14,2284.63,3,284,30,0.89,Click
16636,3328,41,First Touch,0.15,23815.739999999998,8,100,16,0.85,Conversion
16637,3328,41,Last Touch,0.65,16294.980000000001,5,359,13,0.33,Click
16638,3328,41,Linear,0.73,23397.920000000002,2,38,19,0.96,Conversion
16639,3328,41,Time Decay,0.64,33007.78,9,169,19,0.21,View
16640,3328,41,Position Based,0.81,15459.34,3,176,20,0.32,View
16641,3329,5,First Touch,0.19,2294.4,8,185,1,0.34,Click
16642,3329,5,Last Touch,0.52,8126.0,8,187,29,0.35,View
16643,3329,5,Linear,0.29,2103.2,8,187,4,0.92,Conversion
16644,3329,5,Time Decay,0.46,5544.799999999999,6,189,22,0.48,Engagement
16645,3329,5,Position Based,0.89,3728.4,1,292,15,0.12,View
16646,3330,30,First Touch,0.84,1375.38,4,273,29,0.93,View
16647,3330,30,Last Touch,0.96,483.93,2,124,18,0.46,Click
16648,3330,30,Linear,0.92,1375.38,3,307,9,0.54,Engagement
16649,3330,30,Time Decay,0.26,1502.73,8,302,9,0.62,Conversion
16650,3330,30,Position Based,0.83,611.28,6,335,21,0.83,Engagement
16651,3331,20,First Touch,0.4,44541.0,8,191,18,0.84,Conversion
16652,3331,20,Last Touch,0.22,8413.300000000001,9,282,11,0.43,View
16653,3331,20,Linear,0.72,35632.799999999996,1,148,9,0.16,Conversion
16654,3331,20,Time Decay,0.16,31673.600000000002,6,73,15,0.96,View
16655,3331,20,Position Based,0.42,16331.7,10,195,17,0.84,Conversion
16656,3332,40,First Touch,0.41,14915.34,2,296,21,0.27,Click
16657,3332,40,Last Touch,0.85,6076.62,4,241,1,0.24,Engagement
16658,3332,40,Linear,0.6,10680.119999999999,1,23,19,0.65,Engagement
16659,3332,40,Time Decay,0.46,8654.58,2,336,7,0.99,Conversion
16660,3332,40,Position Based,0.71,14915.34,6,70,15,0.21,Click
16661,3333,26,First Touch,0.2,10870.65,3,334,21,0.4,Click
16662,3333,26,Last Touch,0.39,6211.8,3,170,25,0.41,Click
16663,3333,26,Linear,0.12,17304.3,3,20,8,0.58,View
16664,3333,26,Time Decay,0.98,11979.900000000001,8,106,1,0.35,Click
16665,3333,26,Position Based,0.25,19744.65,5,229,14,0.96,Click
16666,3334,29,First Touch,0.38,9177.84,9,267,23,0.93,Click
16667,3334,29,Last Touch,0.69,7138.320000000001,6,126,12,0.19,View
16668,3334,29,Linear,0.98,4588.92,9,209,14,0.85,View
16669,3334,29,Time Decay,0.7,11727.24,7,170,2,0.21,Click
16670,3334,29,Position Based,0.86,4333.9800000000005,3,72,4,0.34,View
16671,3335,42,First Touch,1.0,703.12,9,117,8,0.15,Click
16672,3335,42,Last Touch,0.39,508.64000000000004,1,313,21,0.41,Engagement
16673,3335,42,Linear,0.49,1092.08,2,97,18,0.16,Conversion
16674,3335,42,Time Decay,0.39,344.08000000000004,9,46,9,0.51,Conversion
16675,3335,42,Position Based,0.83,538.56,2,261,11,0.26,Engagement
16676,3336,28,First Touch,0.16,9286.55,9,87,15,0.1,Conversion
16677,3336,28,Last Touch,0.25,8225.23,8,261,5,0.83,View
16678,3336,28,Linear,0.5,5837.26,4,245,25,0.85,Click
16679,3336,28,Time Decay,0.59,4245.28,4,271,6,0.93,Conversion
16680,3336,28,Position Based,0.24,14062.490000000002,3,141,11,0.94,Click
16681,3337,38,First Touch,0.51,20858.73,5,250,20,0.19,Click
16682,3337,38,Last Touch,0.74,18345.63,8,24,21,0.84,Conversion
16683,3337,38,Linear,0.89,14827.289999999999,3,138,9,0.97,Click
16684,3337,38,Time Decay,0.55,7790.61,7,149,13,0.12,Engagement
16685,3337,38,Position Based,0.69,13822.050000000001,1,114,26,0.85,Engagement
16686,3338,29,First Touch,0.15,12151.289999999999,8,317,14,0.46,Conversion
16687,3338,29,Last Touch,0.28,26397.63,3,111,24,0.84,Engagement
16688,3338,29,Linear,0.93,15084.359999999999,1,173,17,0.87,View
16689,3338,29,Time Decay,0.54,16760.4,10,208,9,0.79,Conversion
16690,3338,29,Position Based,0.96,40224.96,10,39,24,0.58,Engagement
16691,3339,1,First Touch,0.78,19512.22,1,38,5,0.98,Engagement
16692,3339,1,Last Touch,0.76,3001.88,2,280,11,0.11,Conversion
16693,3339,1,Linear,0.11,21442.0,4,146,12,0.78,Conversion
16694,3339,1,Time Decay,0.52,12436.359999999999,1,142,19,0.37,Conversion
16695,3339,1,Position Based,0.45,6432.599999999999,7,2,9,0.54,View
16696,3340,46,First Touch,0.89,23926.06,6,221,20,0.47,View
16697,3340,46,Last Touch,0.32,27821.0,7,29,8,0.54,View
16698,3340,46,Linear,0.16,20865.75,10,199,6,0.89,Conversion
16699,3340,46,Time Decay,0.26,25595.32,8,86,13,0.91,View
16700,3340,46,Position Based,0.87,25595.32,6,71,23,0.89,Click
16701,3341,6,First Touch,0.93,5907.78,2,288,13,0.81,View
16702,3341,6,Last Touch,0.57,15097.66,3,339,5,0.76,Click
16703,3341,6,Linear,0.41,30195.32,9,272,26,0.29,Conversion
16704,3341,6,Time Decay,0.44,7877.04,4,95,24,0.9,View
16705,3341,6,Position Based,0.47,10174.51,10,138,16,0.32,View
16706,3342,12,First Touch,0.88,3750.2799999999997,3,18,10,0.68,Engagement
16707,3342,12,Last Touch,0.25,1659.96,5,351,7,0.94,Conversion
16708,3342,12,Linear,0.26,4426.5599999999995,4,204,23,0.76,Click
16709,3342,12,Time Decay,0.31,5963.5599999999995,1,364,2,0.75,View
16710,3342,12,Position Based,0.14,5410.24,1,4,7,0.48,Click
16711,3343,1,First Touch,0.35,16498.79,6,97,24,0.8,Conversion
16712,3343,1,Last Touch,0.7,15213.17,7,273,29,0.41,Conversion
16713,3343,1,Linear,0.26,17355.870000000003,2,142,5,0.59,Engagement
16714,3343,1,Time Decay,0.97,15641.71,8,337,17,0.88,View
16715,3343,1,Position Based,0.12,20998.46,4,40,9,0.66,Click
16716,3344,28,First Touch,1.0,13494.24,10,142,3,0.63,Conversion
16717,3344,28,Last Touch,0.77,12369.720000000001,10,267,29,0.89,Conversion
16718,3344,28,Linear,0.71,23240.079999999998,8,250,14,0.53,View
16719,3344,28,Time Decay,0.48,32611.079999999998,1,76,19,0.43,Engagement
16720,3344,28,Position Based,0.41,11245.199999999999,10,199,9,0.92,View
16721,3345,12,First Touch,0.67,16999.5,10,194,13,0.83,Engagement
16722,3345,12,Last Touch,0.55,26179.23,8,240,29,0.29,Click
16723,3345,12,Linear,0.89,30259.11,5,232,25,0.4,Engagement
16724,3345,12,Time Decay,0.23,23459.309999999998,2,270,21,0.32,View
16725,3345,12,Position Based,0.28,9179.730000000001,4,199,16,0.96,Click
16726,3346,23,First Touch,0.24,1052.6100000000001,7,34,2,0.71,Conversion
16727,3346,23,Last Touch,0.63,2105.2200000000003,9,297,18,0.26,View
16728,3346,23,Linear,0.28,1268.53,2,307,26,0.55,Conversion
16729,3346,23,Time Decay,0.6,2132.21,4,62,7,0.81,Engagement
16730,3346,23,Position Based,0.47,2375.12,2,124,27,0.97,Conversion
16731,3347,39,First Touch,0.11,35351.28,9,149,13,0.2,Conversion
16732,3347,39,Last Touch,0.32,22094.55,5,260,10,0.13,Conversion
16733,3347,39,Linear,0.63,23076.53,8,88,24,0.33,Conversion
16734,3347,39,Time Decay,0.71,42225.14,9,169,17,0.66,Click
16735,3347,39,Position Based,0.38,40752.17,9,61,19,0.54,Click
16736,3348,19,First Touch,0.12,12825.5,6,269,17,0.64,Engagement
16737,3348,19,Last Touch,0.51,19494.760000000002,7,224,27,0.4,Engagement
16738,3348,19,Linear,0.82,20007.780000000002,9,220,17,0.64,View
16739,3348,19,Time Decay,0.43,22059.86,3,251,4,0.71,Click
16740,3348,19,Position Based,0.16,14877.579999999998,8,207,3,0.22,Conversion
16741,3349,33,First Touch,0.7,41328.159999999996,8,327,3,0.62,View
16742,3349,33,Last Touch,0.98,34600.32,7,202,27,0.28,Click
16743,3349,33,Linear,0.98,36522.56,3,130,22,0.55,View
16744,3349,33,Time Decay,1.0,13455.680000000002,7,226,6,0.87,Click
16745,3349,33,Position Based,0.33,43730.96,1,253,26,0.52,Conversion
16746,3350,25,First Touch,0.11,4751.639999999999,1,174,18,0.4,View
16747,3350,25,Last Touch,0.23,18214.62,10,122,12,0.9,Conversion
16748,3350,25,Linear,0.75,7127.46,3,51,20,0.23,Click
16749,3350,25,Time Decay,0.5,4487.660000000001,4,229,27,0.34,View
16750,3350,25,Position Based,0.35,22702.28,2,143,23,0.9,Engagement
16751,3351,47,First Touch,0.13,2664.75,7,343,4,0.97,Conversion
16752,3351,47,Last Touch,0.15,888.25,7,175,2,0.65,Click
16753,3351,47,Linear,0.29,639.54,4,314,19,0.12,Engagement
16754,3351,47,Time Decay,0.75,568.48,7,240,25,0.75,View
16755,3351,47,Position Based,0.52,2629.22,5,249,29,0.37,View
16756,3352,43,First Touch,0.93,2153.32,7,74,29,0.66,View
16757,3352,43,Last Touch,0.41,1987.6799999999998,6,190,17,0.62,Click
16758,3352,43,Linear,0.52,9110.2,10,215,21,0.17,View
16759,3352,43,Time Decay,0.99,15735.8,8,210,16,0.79,Engagement
16760,3352,43,Position Based,0.38,13416.84,9,230,6,0.99,Click
16761,3353,50,First Touch,0.68,4446.88,7,147,1,0.32,Conversion
16762,3353,50,Last Touch,0.42,15286.150000000001,7,361,5,0.61,View
16763,3353,50,Linear,0.29,16675.8,7,251,26,0.3,Click
16764,3353,50,Time Decay,0.33,26959.21,2,312,12,0.32,View
16765,3353,50,Position Based,0.51,21678.54,8,11,7,0.36,Click
16766,3354,45,First Touch,0.56,2328.7799999999997,9,189,14,0.57,Engagement
16767,3354,45,Last Touch,0.23,346.17,4,233,19,0.25,Click
16768,3354,45,Linear,0.34,2769.36,6,205,24,0.72,Conversion
16769,3354,45,Time Decay,0.35,409.11,5,142,3,0.85,View
16770,3354,45,Position Based,0.61,3021.12,1,110,24,0.5,Click
16771,3355,30,First Touch,0.64,2384.8,6,222,3,0.4,Engagement
16772,3355,30,Last Touch,0.29,2056.89,7,239,27,0.76,Click
16773,3355,30,Linear,0.63,2116.5099999999998,8,364,11,0.66,Engagement
16774,3355,30,Time Decay,0.77,2474.23,1,193,11,0.64,Conversion
16775,3355,30,Position Based,0.39,953.9200000000001,6,242,24,0.65,Engagement
16776,3356,17,First Touch,0.21,5613.55,6,138,15,0.69,Conversion
16777,3356,17,Last Touch,0.68,12999.8,10,224,15,0.86,Click
16778,3356,17,Linear,0.54,27772.3,6,262,28,0.56,Engagement
16779,3356,17,Time Decay,0.4,11522.550000000001,6,180,12,0.24,Click
16780,3356,17,Position Based,0.54,25704.15,3,106,25,0.44,Conversion
16781,3357,16,First Touch,0.71,4163.9400000000005,3,340,24,0.48,View
16782,3357,16,Last Touch,0.17,1696.42,2,6,25,0.5,View
16783,3357,16,Linear,0.45,5089.26,9,252,1,0.27,Engagement
16784,3357,16,Time Decay,0.91,5551.92,10,85,9,0.36,Engagement
16785,3357,16,Position Based,0.41,7865.22,3,38,27,0.31,View
16786,3358,9,First Touch,0.59,13867.560000000001,8,158,2,0.75,Engagement
16787,3358,9,Last Touch,0.64,7924.320000000001,4,285,11,0.26,Conversion
16788,3358,9,Linear,0.83,36649.979999999996,9,321,10,0.19,Click
16789,3358,9,Time Decay,0.15,28725.659999999996,2,112,10,0.63,Click
16790,3358,9,Position Based,0.45,42593.22,10,166,3,0.63,Engagement
16791,3359,31,First Touch,0.39,3183.96,3,196,14,0.43,Engagement
16792,3359,31,Last Touch,0.94,9919.26,9,341,21,0.43,Engagement
16793,3359,31,Linear,0.72,10898.94,10,168,26,0.27,Engagement
16794,3359,31,Time Decay,0.82,10286.64,10,334,29,0.86,Click
16795,3359,31,Position Based,0.99,3183.96,9,180,20,0.29,Click
16796,3360,16,First Touch,0.13,30400.64,10,201,26,0.84,Conversion
16797,3360,16,Last Touch,0.54,26600.56,6,300,8,0.77,View
16798,3360,16,Linear,0.19,25175.530000000002,1,129,15,0.6,Click
16799,3360,16,Time Decay,0.5,22800.48,4,227,4,0.46,Conversion
16800,3360,16,Position Based,0.36,36100.76,5,131,24,0.47,Click
16801,3361,12,First Touch,0.2,921.4000000000001,10,352,22,0.86,Click
16802,3361,12,Last Touch,0.2,1233.05,3,4,30,0.25,Engagement
16803,3361,12,Linear,0.71,1070.45,1,237,18,0.89,Engagement
16804,3361,12,Time Decay,0.28,704.6,7,284,15,0.91,View
16805,3361,12,Position Based,0.69,1327.8999999999999,6,117,11,0.82,View
16806,3362,43,First Touch,0.17,10534.94,7,326,5,0.35,Click
16807,3362,43,Last Touch,0.32,12155.699999999999,3,246,19,0.21,Conversion
16808,3362,43,Linear,0.2,26337.350000000002,5,67,6,0.75,Engagement
16809,3362,43,Time Decay,0.61,5672.660000000001,5,364,7,0.47,Engagement
16810,3362,43,Position Based,0.39,7698.61,8,219,21,0.38,Conversion
16811,3363,22,First Touch,0.52,344.7,1,288,11,0.97,Engagement
16812,3363,22,Last Touch,0.44,907.71,7,263,26,0.22,Conversion
16813,3363,22,Linear,0.24,436.62,9,198,21,0.75,View
16814,3363,22,Time Decay,0.87,631.95,9,113,22,0.89,Click
16815,3363,22,Position Based,0.83,137.88,3,100,8,0.91,Engagement
16816,3364,47,First Touch,0.83,988.26,10,119,21,0.77,View
16817,3364,47,Last Touch,0.7,933.96,6,34,9,0.25,Engagement
16818,3364,47,Linear,0.29,488.7,4,351,26,0.21,View
16819,3364,47,Time Decay,0.55,553.86,7,210,26,0.79,Engagement
16820,3364,47,Position Based,0.59,651.6,1,175,14,0.26,Click
16821,3365,34,First Touch,0.11,15404.84,5,201,28,0.36,Engagement
16822,3365,34,Last Touch,0.64,21006.6,7,309,11,0.33,View
16823,3365,34,Linear,0.71,27658.690000000002,7,139,14,0.62,Conversion
16824,3365,34,Time Decay,0.58,3851.21,6,237,11,0.4,Engagement
16825,3365,34,Position Based,0.31,18905.940000000002,4,258,21,0.43,Conversion
16826,3366,45,First Touch,0.61,4350.0,7,108,12,0.41,Conversion
16827,3366,45,Last Touch,0.99,20010.0,6,132,14,0.48,Click
16828,3366,45,Linear,0.73,22330.0,9,340,14,0.93,View
16829,3366,45,Time Decay,0.79,4930.0,2,276,12,0.39,View
16830,3366,45,Position Based,0.97,25230.0,9,290,6,0.46,Click
16831,3367,43,First Touch,0.55,22827.92,6,54,1,0.52,Click
16832,3367,43,Last Touch,0.6,10288.64,2,345,29,0.51,Conversion
16833,3367,43,Linear,0.52,4179.76,1,180,28,1.0,Engagement
16834,3367,43,Time Decay,0.79,23149.44,6,309,22,0.18,View
16835,3367,43,Position Based,0.58,31187.44,6,319,9,0.89,Engagement
16836,3368,39,First Touch,0.88,6027.12,5,315,6,0.8,Click
16837,3368,39,Last Touch,0.74,10045.199999999999,10,173,22,0.94,Engagement
16838,3368,39,Linear,0.2,10045.199999999999,6,352,6,0.27,Conversion
16839,3368,39,Time Decay,0.26,19420.719999999998,6,101,16,0.45,Engagement
16840,3368,39,Position Based,0.54,22434.280000000002,1,27,16,0.81,View
16841,3369,37,First Touch,0.28,22477.02,6,151,28,0.61,View
16842,3369,37,Last Touch,0.7,18639.48,5,157,29,0.62,Engagement
16843,3369,37,Linear,0.14,14527.83,3,338,27,0.92,View
16844,3369,37,Time Decay,0.84,15624.269999999999,4,49,14,0.17,View
16845,3369,37,Position Based,0.94,25218.120000000003,8,154,30,0.41,Engagement
16846,3370,13,First Touch,0.55,12998.54,10,123,13,0.87,View
16847,3370,13,Last Touch,0.97,5734.65,3,14,20,0.23,Engagement
16848,3370,13,Linear,0.3,4970.03,3,334,21,0.41,Click
16849,3370,13,Time Decay,0.38,22173.98,3,340,12,0.62,Engagement
16850,3370,13,Position Based,0.37,18350.88,2,301,17,0.71,Engagement
16851,3371,29,First Touch,0.9,27381.54,8,52,22,0.24,View
16852,3371,29,Last Touch,0.56,13690.77,1,134,3,0.56,Engagement
16853,3371,29,Linear,0.69,20058.57,8,336,12,0.79,Click
16854,3371,29,Time Decay,0.67,11780.43,3,304,4,0.4,Click
16855,3371,29,Position Based,0.56,10825.26,10,210,23,0.2,Click
16856,3372,34,First Touch,0.52,1246.44,1,71,20,0.24,Engagement
16857,3372,34,Last Touch,0.92,2684.6400000000003,1,264,30,0.84,View
16858,3372,34,Linear,0.87,7670.400000000001,8,213,2,0.47,Click
16859,3372,34,Time Decay,0.78,8341.56,1,318,17,0.5,Click
16860,3372,34,Position Based,0.91,2013.48,2,137,21,0.67,Engagement
16861,3373,9,First Touch,0.5,13808.0,3,7,22,0.51,Conversion
16862,3373,9,Last Touch,0.42,6041.0,10,216,11,0.76,Engagement
16863,3373,9,Linear,0.72,14325.8,2,188,18,0.37,View
16864,3373,9,Time Decay,0.73,11909.4,3,220,26,0.35,View
16865,3373,9,Position Based,0.7,7767.0,4,82,10,0.38,Conversion
16866,3374,46,First Touch,0.27,32225.06,8,254,18,0.69,Engagement
16867,3374,46,Last Touch,0.21,24730.86,8,289,3,0.61,Engagement
16868,3374,46,Linear,0.55,28103.25,8,151,7,0.26,Conversion
16869,3374,46,Time Decay,0.19,8618.33,5,36,8,0.72,Engagement
16870,3374,46,Position Based,0.27,22857.31,6,219,24,0.87,Engagement
16871,3375,3,First Touch,0.9,5079.0599999999995,5,323,7,0.21,Engagement
16872,3375,3,Last Touch,0.56,7618.59,8,55,16,0.61,Conversion
16873,3375,3,Linear,0.65,20880.579999999998,6,29,5,0.68,Engagement
16874,3375,3,Time Decay,0.88,14390.67,10,85,5,0.31,Conversion
16875,3375,3,Position Based,0.19,9875.949999999999,6,204,25,0.5,View
16876,3376,14,First Touch,0.38,5005.2,6,301,22,0.85,Click
16877,3376,14,Last Touch,0.44,4337.84,1,304,14,0.96,Click
16878,3376,14,Linear,0.3,33368.0,7,310,27,0.26,Conversion
16879,3376,14,Time Decay,0.11,26027.04,2,71,22,0.6,Click
16880,3376,14,Position Based,0.93,30698.56,8,81,20,0.67,View
16881,3377,6,First Touch,0.73,3827.1,5,36,3,0.87,Engagement
16882,3377,6,Last Touch,0.25,16839.24,1,83,4,0.36,Conversion
16883,3377,6,Linear,0.16,18370.079999999998,7,247,20,0.2,Click
16884,3377,6,Time Decay,0.79,18880.36,9,52,22,0.27,View
16885,3377,6,Position Based,0.58,10715.88,5,298,9,0.55,Conversion
16886,3378,29,First Touch,0.33,2185.48,5,312,2,0.12,Engagement
16887,3378,29,Last Touch,0.89,3278.2200000000003,7,64,13,0.44,Conversion
16888,3378,29,Linear,0.51,4569.64,3,230,6,0.25,View
16889,3378,29,Time Decay,0.36,3874.26,1,141,10,0.71,Engagement
16890,3378,29,Position Based,0.27,8344.56,8,30,15,0.47,Engagement
16891,3379,36,First Touch,0.64,5384.88,7,133,13,0.26,Click
16892,3379,36,Last Touch,0.67,11517.66,7,353,9,0.71,Conversion
16893,3379,36,Linear,0.68,12714.3,5,199,10,0.54,Click
16894,3379,36,Time Decay,0.41,7329.42,1,190,11,0.95,Conversion
16895,3379,36,Position Based,0.19,11218.5,5,115,17,0.79,Click
16896,3380,36,First Touch,0.76,6627.3,2,34,12,0.54,View
16897,3380,36,Last Touch,0.97,20102.81,8,282,9,0.34,Engagement
16898,3380,36,Linear,0.34,12150.050000000001,1,295,30,0.74,View
16899,3380,36,Time Decay,0.71,15242.789999999999,8,141,26,0.91,Engagement
16900,3380,36,Position Based,0.65,6848.21,10,111,25,0.7,Conversion
16901,3381,29,First Touch,0.72,2877.42,8,325,20,0.45,Click
16902,3381,29,Last Touch,0.64,1856.3999999999999,4,37,30,0.38,View
16903,3381,29,Linear,0.49,3001.18,6,104,20,0.81,Click
16904,3381,29,Time Decay,0.2,1639.8200000000002,8,80,27,0.61,Engagement
16905,3381,29,Position Based,0.45,1980.16,1,24,17,0.13,Conversion
16906,3382,1,First Touch,0.51,11619.6,7,32,19,0.3,View
16907,3382,1,Last Touch,0.99,10356.599999999999,2,100,16,0.14,Click
16908,3382,1,Linear,0.6,10861.8,9,152,1,0.77,Click
16909,3382,1,Time Decay,0.53,15913.8,9,125,5,0.78,Conversion
16910,3382,1,Position Based,0.86,16671.600000000002,9,56,17,0.55,Click
16911,3383,19,First Touch,0.51,12376.26,1,284,12,0.41,Conversion
16912,3383,19,Last Touch,0.25,10937.16,4,230,15,0.76,View
16913,3383,19,Linear,0.14,8634.6,10,357,25,0.55,Conversion
16914,3383,19,Time Decay,0.41,10793.25,8,155,10,0.3,View
16915,3383,19,Position Based,0.7,12807.99,9,251,29,0.94,Engagement
16916,3384,29,First Touch,0.88,25989.55,2,297,3,0.85,View
16917,3384,29,Last Touch,0.36,27453.75,2,97,29,0.48,View
16918,3384,29,Linear,0.24,26355.6,7,274,9,0.77,Engagement
16919,3384,29,Time Decay,0.68,35140.799999999996,1,197,14,0.9,View
16920,3384,29,Position Based,0.81,23061.15,2,175,30,0.73,Click
16921,3385,26,First Touch,0.86,11233.47,3,354,13,0.96,View
16922,3385,26,Last Touch,0.66,9783.99,5,237,22,0.22,Engagement
16923,3385,26,Linear,0.39,3986.07,2,22,12,0.2,Click
16924,3385,26,Time Decay,0.21,10508.73,6,226,21,0.67,Conversion
16925,3385,26,Position Based,0.46,16669.02,7,303,23,0.11,View
16926,3386,28,First Touch,0.6,19068.5,6,19,29,0.56,View
16927,3386,28,Last Touch,0.5,14908.1,6,290,21,0.85,View
16928,3386,28,Linear,0.4,10054.3,6,225,7,0.79,Engagement
16929,3386,28,Time Decay,0.18,26349.2,5,38,1,0.76,Click
